appointment_id,service_id,service_name,practice_name,contact_name,email,phone,date,time,status,booking_channel,reference_code
apt_003300,svc_auditing,Medical Auditing,Clinic 03300,Manager 03300,clinic03300@example.com,+1-555-300-4300,2026-06-27,11:00,confirmed,chatbot,COB-20260627-003300
apt_003301,svc_customer_care,Customer Care,Clinic 03301,Manager 03301,clinic03301@example.com,+1-555-300-4301,2026-06-27,13:15,pending,web_form,COB-20260627-003301
apt_003302,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03302,Manager 03302,clinic03302@example.com,+1-555-300-4302,2026-06-27,14:30,rescheduled,phone_assist,COB-20260627-003302
apt_003303,svc_financial_management,Financial Management,Clinic 03303,Manager 03303,clinic03303@example.com,+1-555-300-4303,2026-06-27,15:45,cancelled,chatbot,COB-20260627-003303
apt_003304,svc_communication,Communication Services,Clinic 03304,Manager 03304,clinic03304@example.com,+1-555-300-4304,2026-06-27,16:00,confirmed,web_form,COB-20260627-003304
apt_003305,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03305,Manager 03305,clinic03305@example.com,+1-555-300-4305,2026-06-27,09:15,pending,phone_assist,COB-20260627-003305
apt_003306,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03306,Manager 03306,clinic03306@example.com,+1-555-300-4306,2026-06-27,10:30,rescheduled,chatbot,COB-20260627-003306
apt_003307,svc_billing_denials,Medical Billing and Denial Management,Clinic 03307,Manager 03307,clinic03307@example.com,+1-555-300-4307,2026-06-27,11:45,cancelled,web_form,COB-20260627-003307
apt_003308,svc_auditing,Medical Auditing,Clinic 03308,Manager 03308,clinic03308@example.com,+1-555-300-4308,2026-06-27,13:00,confirmed,phone_assist,COB-20260627-003308
apt_003309,svc_customer_care,Customer Care,Clinic 03309,Manager 03309,clinic03309@example.com,+1-555-300-4309,2026-06-27,14:15,pending,chatbot,COB-20260627-003309
apt_003310,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03310,Manager 03310,clinic03310@example.com,+1-555-300-4310,2026-06-27,15:30,rescheduled,web_form,COB-20260627-003310
apt_003311,svc_financial_management,Financial Management,Clinic 03311,Manager 03311,clinic03311@example.com,+1-555-300-4311,2026-06-27,16:45,cancelled,phone_assist,COB-20260627-003311
apt_003312,svc_communication,Communication Services,Clinic 03312,Manager 03312,clinic03312@example.com,+1-555-300-4312,2026-06-27,09:00,confirmed,chatbot,COB-20260627-003312
apt_003313,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03313,Manager 03313,clinic03313@example.com,+1-555-300-4313,2026-06-27,10:15,pending,web_form,COB-20260627-003313
apt_003314,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03314,Manager 03314,clinic03314@example.com,+1-555-300-4314,2026-06-27,11:30,rescheduled,phone_assist,COB-20260627-003314
apt_003315,svc_billing_denials,Medical Billing and Denial Management,Clinic 03315,Manager 03315,clinic03315@example.com,+1-555-300-4315,2026-06-27,13:45,cancelled,chatbot,COB-20260627-003315
apt_003316,svc_auditing,Medical Auditing,Clinic 03316,Manager 03316,clinic03316@example.com,+1-555-300-4316,2026-06-27,14:00,confirmed,web_form,COB-20260627-003316
apt_003317,svc_customer_care,Customer Care,Clinic 03317,Manager 03317,clinic03317@example.com,+1-555-300-4317,2026-06-27,15:15,pending,phone_assist,COB-20260627-003317
apt_003318,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03318,Manager 03318,clinic03318@example.com,+1-555-300-4318,2026-06-27,16:30,rescheduled,chatbot,COB-20260627-003318
apt_003319,svc_financial_management,Financial Management,Clinic 03319,Manager 03319,clinic03319@example.com,+1-555-300-4319,2026-06-27,09:45,cancelled,web_form,COB-20260627-003319
apt_003320,svc_communication,Communication Services,Clinic 03320,Manager 03320,clinic03320@example.com,+1-555-300-4320,2026-06-27,10:00,confirmed,phone_assist,COB-20260627-003320
apt_003321,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03321,Manager 03321,clinic03321@example.com,+1-555-300-4321,2026-06-28,11:15,pending,chatbot,COB-20260628-003321
apt_003322,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03322,Manager 03322,clinic03322@example.com,+1-555-300-4322,2026-06-28,13:30,rescheduled,web_form,COB-20260628-003322
apt_003323,svc_billing_denials,Medical Billing and Denial Management,Clinic 03323,Manager 03323,clinic03323@example.com,+1-555-300-4323,2026-06-28,14:45,cancelled,phone_assist,COB-20260628-003323
apt_003324,svc_auditing,Medical Auditing,Clinic 03324,Manager 03324,clinic03324@example.com,+1-555-300-4324,2026-06-28,15:00,confirmed,chatbot,COB-20260628-003324
apt_003325,svc_customer_care,Customer Care,Clinic 03325,Manager 03325,clinic03325@example.com,+1-555-300-4325,2026-06-28,16:15,pending,web_form,COB-20260628-003325
apt_003326,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03326,Manager 03326,clinic03326@example.com,+1-555-300-4326,2026-06-28,09:30,rescheduled,phone_assist,COB-20260628-003326
apt_003327,svc_financial_management,Financial Management,Clinic 03327,Manager 03327,clinic03327@example.com,+1-555-300-4327,2026-06-28,10:45,cancelled,chatbot,COB-20260628-003327
apt_003328,svc_communication,Communication Services,Clinic 03328,Manager 03328,clinic03328@example.com,+1-555-300-4328,2026-06-28,11:00,confirmed,web_form,COB-20260628-003328
apt_003329,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03329,Manager 03329,clinic03329@example.com,+1-555-300-4329,2026-06-28,13:15,pending,phone_assist,COB-20260628-003329
apt_003330,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03330,Manager 03330,clinic03330@example.com,+1-555-300-4330,2026-06-28,14:30,rescheduled,chatbot,COB-20260628-003330
apt_003331,svc_billing_denials,Medical Billing and Denial Management,Clinic 03331,Manager 03331,clinic03331@example.com,+1-555-300-4331,2026-06-28,15:45,cancelled,web_form,COB-20260628-003331
apt_003332,svc_auditing,Medical Auditing,Clinic 03332,Manager 03332,clinic03332@example.com,+1-555-300-4332,2026-06-28,16:00,confirmed,phone_assist,COB-20260628-003332
apt_003333,svc_customer_care,Customer Care,Clinic 03333,Manager 03333,clinic03333@example.com,+1-555-300-4333,2026-06-28,09:15,pending,chatbot,COB-20260628-003333
apt_003334,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03334,Manager 03334,clinic03334@example.com,+1-555-300-4334,2026-06-28,10:30,rescheduled,web_form,COB-20260628-003334
apt_003335,svc_financial_management,Financial Management,Clinic 03335,Manager 03335,clinic03335@example.com,+1-555-300-4335,2026-06-28,11:45,cancelled,phone_assist,COB-20260628-003335
apt_003336,svc_communication,Communication Services,Clinic 03336,Manager 03336,clinic03336@example.com,+1-555-300-4336,2026-06-28,13:00,confirmed,chatbot,COB-20260628-003336
apt_003337,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03337,Manager 03337,clinic03337@example.com,+1-555-300-4337,2026-06-28,14:15,pending,web_form,COB-20260628-003337
apt_003338,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03338,Manager 03338,clinic03338@example.com,+1-555-300-4338,2026-06-28,15:30,rescheduled,phone_assist,COB-20260628-003338
apt_003339,svc_billing_denials,Medical Billing and Denial Management,Clinic 03339,Manager 03339,clinic03339@example.com,+1-555-300-4339,2026-06-28,16:45,cancelled,chatbot,COB-20260628-003339
apt_003340,svc_auditing,Medical Auditing,Clinic 03340,Manager 03340,clinic03340@example.com,+1-555-300-4340,2026-06-28,09:00,confirmed,web_form,COB-20260628-003340
apt_003341,svc_customer_care,Customer Care,Clinic 03341,Manager 03341,clinic03341@example.com,+1-555-300-4341,2026-06-28,10:15,pending,phone_assist,COB-20260628-003341
apt_003342,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03342,Manager 03342,clinic03342@example.com,+1-555-300-4342,2026-06-28,11:30,rescheduled,chatbot,COB-20260628-003342
apt_003343,svc_financial_management,Financial Management,Clinic 03343,Manager 03343,clinic03343@example.com,+1-555-300-4343,2026-06-28,13:45,cancelled,web_form,COB-20260628-003343
apt_003344,svc_communication,Communication Services,Clinic 03344,Manager 03344,clinic03344@example.com,+1-555-300-4344,2026-06-28,14:00,confirmed,phone_assist,COB-20260628-003344
apt_003345,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03345,Manager 03345,clinic03345@example.com,+1-555-300-4345,2026-06-28,15:15,pending,chatbot,COB-20260628-003345
apt_003346,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03346,Manager 03346,clinic03346@example.com,+1-555-300-4346,2026-06-28,16:30,rescheduled,web_form,COB-20260628-003346
apt_003347,svc_billing_denials,Medical Billing and Denial Management,Clinic 03347,Manager 03347,clinic03347@example.com,+1-555-300-4347,2026-06-28,09:45,cancelled,phone_assist,COB-20260628-003347
apt_003348,svc_auditing,Medical Auditing,Clinic 03348,Manager 03348,clinic03348@example.com,+1-555-300-4348,2026-06-28,10:00,confirmed,chatbot,COB-20260628-003348
apt_003349,svc_customer_care,Customer Care,Clinic 03349,Manager 03349,clinic03349@example.com,+1-555-300-4349,2026-06-28,11:15,pending,web_form,COB-20260628-003349
apt_003350,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03350,Manager 03350,clinic03350@example.com,+1-555-300-4350,2026-06-28,13:30,rescheduled,phone_assist,COB-20260628-003350
apt_003351,svc_financial_management,Financial Management,Clinic 03351,Manager 03351,clinic03351@example.com,+1-555-300-4351,2026-06-28,14:45,cancelled,chatbot,COB-20260628-003351
apt_003352,svc_communication,Communication Services,Clinic 03352,Manager 03352,clinic03352@example.com,+1-555-300-4352,2026-06-28,15:00,confirmed,web_form,COB-20260628-003352
apt_003353,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03353,Manager 03353,clinic03353@example.com,+1-555-300-4353,2026-06-28,16:15,pending,phone_assist,COB-20260628-003353
apt_003354,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03354,Manager 03354,clinic03354@example.com,+1-555-300-4354,2026-06-28,09:30,rescheduled,chatbot,COB-20260628-003354
apt_003355,svc_billing_denials,Medical Billing and Denial Management,Clinic 03355,Manager 03355,clinic03355@example.com,+1-555-300-4355,2026-06-28,10:45,cancelled,web_form,COB-20260628-003355
apt_003356,svc_auditing,Medical Auditing,Clinic 03356,Manager 03356,clinic03356@example.com,+1-555-300-4356,2026-06-28,11:00,confirmed,phone_assist,COB-20260628-003356
apt_003357,svc_customer_care,Customer Care,Clinic 03357,Manager 03357,clinic03357@example.com,+1-555-300-4357,2026-06-28,13:15,pending,chatbot,COB-20260628-003357
apt_003358,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03358,Manager 03358,clinic03358@example.com,+1-555-300-4358,2026-06-28,14:30,rescheduled,web_form,COB-20260628-003358
apt_003359,svc_financial_management,Financial Management,Clinic 03359,Manager 03359,clinic03359@example.com,+1-555-300-4359,2026-06-28,15:45,cancelled,phone_assist,COB-20260628-003359
apt_003360,svc_communication,Communication Services,Clinic 03360,Manager 03360,clinic03360@example.com,+1-555-300-4360,2026-06-28,16:00,confirmed,chatbot,COB-20260628-003360
apt_003361,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03361,Manager 03361,clinic03361@example.com,+1-555-300-4361,2026-06-29,09:15,pending,web_form,COB-20260629-003361
apt_003362,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03362,Manager 03362,clinic03362@example.com,+1-555-300-4362,2026-06-29,10:30,rescheduled,phone_assist,COB-20260629-003362
apt_003363,svc_billing_denials,Medical Billing and Denial Management,Clinic 03363,Manager 03363,clinic03363@example.com,+1-555-300-4363,2026-06-29,11:45,cancelled,chatbot,COB-20260629-003363
apt_003364,svc_auditing,Medical Auditing,Clinic 03364,Manager 03364,clinic03364@example.com,+1-555-300-4364,2026-06-29,13:00,confirmed,web_form,COB-20260629-003364
apt_003365,svc_customer_care,Customer Care,Clinic 03365,Manager 03365,clinic03365@example.com,+1-555-300-4365,2026-06-29,14:15,pending,phone_assist,COB-20260629-003365
apt_003366,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03366,Manager 03366,clinic03366@example.com,+1-555-300-4366,2026-06-29,15:30,rescheduled,chatbot,COB-20260629-003366
apt_003367,svc_financial_management,Financial Management,Clinic 03367,Manager 03367,clinic03367@example.com,+1-555-300-4367,2026-06-29,16:45,cancelled,web_form,COB-20260629-003367
apt_003368,svc_communication,Communication Services,Clinic 03368,Manager 03368,clinic03368@example.com,+1-555-300-4368,2026-06-29,09:00,confirmed,phone_assist,COB-20260629-003368
apt_003369,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03369,Manager 03369,clinic03369@example.com,+1-555-300-4369,2026-06-29,10:15,pending,chatbot,COB-20260629-003369
apt_003370,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03370,Manager 03370,clinic03370@example.com,+1-555-300-4370,2026-06-29,11:30,rescheduled,web_form,COB-20260629-003370
apt_003371,svc_billing_denials,Medical Billing and Denial Management,Clinic 03371,Manager 03371,clinic03371@example.com,+1-555-300-4371,2026-06-29,13:45,cancelled,phone_assist,COB-20260629-003371
apt_003372,svc_auditing,Medical Auditing,Clinic 03372,Manager 03372,clinic03372@example.com,+1-555-300-4372,2026-06-29,14:00,confirmed,chatbot,COB-20260629-003372
apt_003373,svc_customer_care,Customer Care,Clinic 03373,Manager 03373,clinic03373@example.com,+1-555-300-4373,2026-06-29,15:15,pending,web_form,COB-20260629-003373
apt_003374,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03374,Manager 03374,clinic03374@example.com,+1-555-300-4374,2026-06-29,16:30,rescheduled,phone_assist,COB-20260629-003374
apt_003375,svc_financial_management,Financial Management,Clinic 03375,Manager 03375,clinic03375@example.com,+1-555-300-4375,2026-06-29,09:45,cancelled,chatbot,COB-20260629-003375
apt_003376,svc_communication,Communication Services,Clinic 03376,Manager 03376,clinic03376@example.com,+1-555-300-4376,2026-06-29,10:00,confirmed,web_form,COB-20260629-003376
apt_003377,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03377,Manager 03377,clinic03377@example.com,+1-555-300-4377,2026-06-29,11:15,pending,phone_assist,COB-20260629-003377
apt_003378,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03378,Manager 03378,clinic03378@example.com,+1-555-300-4378,2026-06-29,13:30,rescheduled,chatbot,COB-20260629-003378
apt_003379,svc_billing_denials,Medical Billing and Denial Management,Clinic 03379,Manager 03379,clinic03379@example.com,+1-555-300-4379,2026-06-29,14:45,cancelled,web_form,COB-20260629-003379
apt_003380,svc_auditing,Medical Auditing,Clinic 03380,Manager 03380,clinic03380@example.com,+1-555-300-4380,2026-06-29,15:00,confirmed,phone_assist,COB-20260629-003380
apt_003381,svc_customer_care,Customer Care,Clinic 03381,Manager 03381,clinic03381@example.com,+1-555-300-4381,2026-06-29,16:15,pending,chatbot,COB-20260629-003381
apt_003382,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03382,Manager 03382,clinic03382@example.com,+1-555-300-4382,2026-06-29,09:30,rescheduled,web_form,COB-20260629-003382
apt_003383,svc_financial_management,Financial Management,Clinic 03383,Manager 03383,clinic03383@example.com,+1-555-300-4383,2026-06-29,10:45,cancelled,phone_assist,COB-20260629-003383
apt_003384,svc_communication,Communication Services,Clinic 03384,Manager 03384,clinic03384@example.com,+1-555-300-4384,2026-06-29,11:00,confirmed,chatbot,COB-20260629-003384
apt_003385,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03385,Manager 03385,clinic03385@example.com,+1-555-300-4385,2026-06-29,13:15,pending,web_form,COB-20260629-003385
apt_003386,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03386,Manager 03386,clinic03386@example.com,+1-555-300-4386,2026-06-29,14:30,rescheduled,phone_assist,COB-20260629-003386
apt_003387,svc_billing_denials,Medical Billing and Denial Management,Clinic 03387,Manager 03387,clinic03387@example.com,+1-555-300-4387,2026-06-29,15:45,cancelled,chatbot,COB-20260629-003387
apt_003388,svc_auditing,Medical Auditing,Clinic 03388,Manager 03388,clinic03388@example.com,+1-555-300-4388,2026-06-29,16:00,confirmed,web_form,COB-20260629-003388
apt_003389,svc_customer_care,Customer Care,Clinic 03389,Manager 03389,clinic03389@example.com,+1-555-300-4389,2026-06-29,09:15,pending,phone_assist,COB-20260629-003389
apt_003390,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03390,Manager 03390,clinic03390@example.com,+1-555-300-4390,2026-06-29,10:30,rescheduled,chatbot,COB-20260629-003390
apt_003391,svc_financial_management,Financial Management,Clinic 03391,Manager 03391,clinic03391@example.com,+1-555-300-4391,2026-06-29,11:45,cancelled,web_form,COB-20260629-003391
apt_003392,svc_communication,Communication Services,Clinic 03392,Manager 03392,clinic03392@example.com,+1-555-300-4392,2026-06-29,13:00,confirmed,phone_assist,COB-20260629-003392
apt_003393,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03393,Manager 03393,clinic03393@example.com,+1-555-300-4393,2026-06-29,14:15,pending,chatbot,COB-20260629-003393
apt_003394,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03394,Manager 03394,clinic03394@example.com,+1-555-300-4394,2026-06-29,15:30,rescheduled,web_form,COB-20260629-003394
apt_003395,svc_billing_denials,Medical Billing and Denial Management,Clinic 03395,Manager 03395,clinic03395@example.com,+1-555-300-4395,2026-06-29,16:45,cancelled,phone_assist,COB-20260629-003395
apt_003396,svc_auditing,Medical Auditing,Clinic 03396,Manager 03396,clinic03396@example.com,+1-555-300-4396,2026-06-29,09:00,confirmed,chatbot,COB-20260629-003396
apt_003397,svc_customer_care,Customer Care,Clinic 03397,Manager 03397,clinic03397@example.com,+1-555-300-4397,2026-06-29,10:15,pending,web_form,COB-20260629-003397
apt_003398,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03398,Manager 03398,clinic03398@example.com,+1-555-300-4398,2026-06-29,11:30,rescheduled,phone_assist,COB-20260629-003398
apt_003399,svc_financial_management,Financial Management,Clinic 03399,Manager 03399,clinic03399@example.com,+1-555-300-4399,2026-06-29,13:45,cancelled,chatbot,COB-20260629-003399
apt_003400,svc_communication,Communication Services,Clinic 03400,Manager 03400,clinic03400@example.com,+1-555-300-4400,2026-06-29,14:00,confirmed,web_form,COB-20260629-003400
apt_003401,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03401,Manager 03401,clinic03401@example.com,+1-555-300-4401,2026-06-30,15:15,pending,phone_assist,COB-20260630-003401
apt_003402,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03402,Manager 03402,clinic03402@example.com,+1-555-300-4402,2026-06-30,16:30,rescheduled,chatbot,COB-20260630-003402
apt_003403,svc_billing_denials,Medical Billing and Denial Management,Clinic 03403,Manager 03403,clinic03403@example.com,+1-555-300-4403,2026-06-30,09:45,cancelled,web_form,COB-20260630-003403
apt_003404,svc_auditing,Medical Auditing,Clinic 03404,Manager 03404,clinic03404@example.com,+1-555-300-4404,2026-06-30,10:00,confirmed,phone_assist,COB-20260630-003404
apt_003405,svc_customer_care,Customer Care,Clinic 03405,Manager 03405,clinic03405@example.com,+1-555-300-4405,2026-06-30,11:15,pending,chatbot,COB-20260630-003405
apt_003406,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03406,Manager 03406,clinic03406@example.com,+1-555-300-4406,2026-06-30,13:30,rescheduled,web_form,COB-20260630-003406
apt_003407,svc_financial_management,Financial Management,Clinic 03407,Manager 03407,clinic03407@example.com,+1-555-300-4407,2026-06-30,14:45,cancelled,phone_assist,COB-20260630-003407
apt_003408,svc_communication,Communication Services,Clinic 03408,Manager 03408,clinic03408@example.com,+1-555-300-4408,2026-06-30,15:00,confirmed,chatbot,COB-20260630-003408
apt_003409,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03409,Manager 03409,clinic03409@example.com,+1-555-300-4409,2026-06-30,16:15,pending,web_form,COB-20260630-003409
apt_003410,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03410,Manager 03410,clinic03410@example.com,+1-555-300-4410,2026-06-30,09:30,rescheduled,phone_assist,COB-20260630-003410
apt_003411,svc_billing_denials,Medical Billing and Denial Management,Clinic 03411,Manager 03411,clinic03411@example.com,+1-555-300-4411,2026-06-30,10:45,cancelled,chatbot,COB-20260630-003411
apt_003412,svc_auditing,Medical Auditing,Clinic 03412,Manager 03412,clinic03412@example.com,+1-555-300-4412,2026-06-30,11:00,confirmed,web_form,COB-20260630-003412
apt_003413,svc_customer_care,Customer Care,Clinic 03413,Manager 03413,clinic03413@example.com,+1-555-300-4413,2026-06-30,13:15,pending,phone_assist,COB-20260630-003413
apt_003414,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03414,Manager 03414,clinic03414@example.com,+1-555-300-4414,2026-06-30,14:30,rescheduled,chatbot,COB-20260630-003414
apt_003415,svc_financial_management,Financial Management,Clinic 03415,Manager 03415,clinic03415@example.com,+1-555-300-4415,2026-06-30,15:45,cancelled,web_form,COB-20260630-003415
apt_003416,svc_communication,Communication Services,Clinic 03416,Manager 03416,clinic03416@example.com,+1-555-300-4416,2026-06-30,16:00,confirmed,phone_assist,COB-20260630-003416
apt_003417,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03417,Manager 03417,clinic03417@example.com,+1-555-300-4417,2026-06-30,09:15,pending,chatbot,COB-20260630-003417
apt_003418,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03418,Manager 03418,clinic03418@example.com,+1-555-300-4418,2026-06-30,10:30,rescheduled,web_form,COB-20260630-003418
apt_003419,svc_billing_denials,Medical Billing and Denial Management,Clinic 03419,Manager 03419,clinic03419@example.com,+1-555-300-4419,2026-06-30,11:45,cancelled,phone_assist,COB-20260630-003419
apt_003420,svc_auditing,Medical Auditing,Clinic 03420,Manager 03420,clinic03420@example.com,+1-555-300-4420,2026-06-30,13:00,confirmed,chatbot,COB-20260630-003420
apt_003421,svc_customer_care,Customer Care,Clinic 03421,Manager 03421,clinic03421@example.com,+1-555-300-4421,2026-06-30,14:15,pending,web_form,COB-20260630-003421
apt_003422,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03422,Manager 03422,clinic03422@example.com,+1-555-300-4422,2026-06-30,15:30,rescheduled,phone_assist,COB-20260630-003422
apt_003423,svc_financial_management,Financial Management,Clinic 03423,Manager 03423,clinic03423@example.com,+1-555-300-4423,2026-06-30,16:45,cancelled,chatbot,COB-20260630-003423
apt_003424,svc_communication,Communication Services,Clinic 03424,Manager 03424,clinic03424@example.com,+1-555-300-4424,2026-06-30,09:00,confirmed,web_form,COB-20260630-003424
apt_003425,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03425,Manager 03425,clinic03425@example.com,+1-555-300-4425,2026-06-30,10:15,pending,phone_assist,COB-20260630-003425
apt_003426,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03426,Manager 03426,clinic03426@example.com,+1-555-300-4426,2026-06-30,11:30,rescheduled,chatbot,COB-20260630-003426
apt_003427,svc_billing_denials,Medical Billing and Denial Management,Clinic 03427,Manager 03427,clinic03427@example.com,+1-555-300-4427,2026-06-30,13:45,cancelled,web_form,COB-20260630-003427
apt_003428,svc_auditing,Medical Auditing,Clinic 03428,Manager 03428,clinic03428@example.com,+1-555-300-4428,2026-06-30,14:00,confirmed,phone_assist,COB-20260630-003428
apt_003429,svc_customer_care,Customer Care,Clinic 03429,Manager 03429,clinic03429@example.com,+1-555-300-4429,2026-06-30,15:15,pending,chatbot,COB-20260630-003429
apt_003430,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03430,Manager 03430,clinic03430@example.com,+1-555-300-4430,2026-06-30,16:30,rescheduled,web_form,COB-20260630-003430
apt_003431,svc_financial_management,Financial Management,Clinic 03431,Manager 03431,clinic03431@example.com,+1-555-300-4431,2026-06-30,09:45,cancelled,phone_assist,COB-20260630-003431
apt_003432,svc_communication,Communication Services,Clinic 03432,Manager 03432,clinic03432@example.com,+1-555-300-4432,2026-06-30,10:00,confirmed,chatbot,COB-20260630-003432
apt_003433,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03433,Manager 03433,clinic03433@example.com,+1-555-300-4433,2026-06-30,11:15,pending,web_form,COB-20260630-003433
apt_003434,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03434,Manager 03434,clinic03434@example.com,+1-555-300-4434,2026-06-30,13:30,rescheduled,phone_assist,COB-20260630-003434
apt_003435,svc_billing_denials,Medical Billing and Denial Management,Clinic 03435,Manager 03435,clinic03435@example.com,+1-555-300-4435,2026-06-30,14:45,cancelled,chatbot,COB-20260630-003435
apt_003436,svc_auditing,Medical Auditing,Clinic 03436,Manager 03436,clinic03436@example.com,+1-555-300-4436,2026-06-30,15:00,confirmed,web_form,COB-20260630-003436
apt_003437,svc_customer_care,Customer Care,Clinic 03437,Manager 03437,clinic03437@example.com,+1-555-300-4437,2026-06-30,16:15,pending,phone_assist,COB-20260630-003437
apt_003438,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03438,Manager 03438,clinic03438@example.com,+1-555-300-4438,2026-06-30,09:30,rescheduled,chatbot,COB-20260630-003438
apt_003439,svc_financial_management,Financial Management,Clinic 03439,Manager 03439,clinic03439@example.com,+1-555-300-4439,2026-06-30,10:45,cancelled,web_form,COB-20260630-003439
apt_003440,svc_communication,Communication Services,Clinic 03440,Manager 03440,clinic03440@example.com,+1-555-300-4440,2026-06-30,11:00,confirmed,phone_assist,COB-20260630-003440
apt_003441,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03441,Manager 03441,clinic03441@example.com,+1-555-300-4441,2026-07-01,13:15,pending,chatbot,COB-20260701-003441
apt_003442,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03442,Manager 03442,clinic03442@example.com,+1-555-300-4442,2026-07-01,14:30,rescheduled,web_form,COB-20260701-003442
apt_003443,svc_billing_denials,Medical Billing and Denial Management,Clinic 03443,Manager 03443,clinic03443@example.com,+1-555-300-4443,2026-07-01,15:45,cancelled,phone_assist,COB-20260701-003443
apt_003444,svc_auditing,Medical Auditing,Clinic 03444,Manager 03444,clinic03444@example.com,+1-555-300-4444,2026-07-01,16:00,confirmed,chatbot,COB-20260701-003444
apt_003445,svc_customer_care,Customer Care,Clinic 03445,Manager 03445,clinic03445@example.com,+1-555-300-4445,2026-07-01,09:15,pending,web_form,COB-20260701-003445
apt_003446,svc_digital_marketing,Digital Marketing and Website Services,Clinic 03446,Manager 03446,clinic03446@example.com,+1-555-300-4446,2026-07-01,10:30,rescheduled,phone_assist,COB-20260701-003446
apt_003447,svc_financial_management,Financial Management,Clinic 03447,Manager 03447,clinic03447@example.com,+1-555-300-4447,2026-07-01,11:45,cancelled,chatbot,COB-20260701-003447
apt_003448,svc_communication,Communication Services,Clinic 03448,Manager 03448,clinic03448@example.com,+1-555-300-4448,2026-07-01,13:00,confirmed,web_form,COB-20260701-003448
apt_003449,svc_credentialing,Credentialing and Provider Maintenance,Clinic 03449,Manager 03449,clinic03449@example.com,+1-555-300-4449,2026-07-01,14:15,pending,phone_assist,COB-20260701-003449
apt_003450,svc_auth_benefits,Authorizations and Benefits Verification,Clinic 03450,Manager 03450,clinic03450@example.com,+1-555-300-4450,2026-07-01,15:30,rescheduled,chatbot,COB-20260701-003450
apt_003451,svc_billing_denials,Medical Billing and Denial Management,Clinic 03451,Manager 03451,clinic03451@example.com,+1-555-300-4451,2026-07-01,16:45,cancelled,web_form,COB-20260701-003451
apt_003452,svc_auditing,Medical Auditing,Clinic 03452,Manager 03452,clinic03452@example.com,+1-555-300-4452,2026-07-01,09:00,confirmed,phone_assist,COB-20260701-003452
apt_003453,svc_customer_care,Customer Care,Clinic 03453,Manager 03453,clinic03453@example.com,+1-555-300-4453,2026-07-01,10:15,pending,chatbot,COB-20260701-003453
