faq_id,service_id,service_name,question,answer,category,difficulty,source
faq_00473,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00474,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00475,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00476,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00477,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00478,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_00479,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_00480,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_00481,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_00482,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_00483,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_00484,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_00485,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_00486,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_00487,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
faq_00488,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_00489,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_00490,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
faq_00491,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,advanced,synthetic_interview_dataset
faq_00492,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,basic,synthetic_interview_dataset
faq_00493,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,standard,synthetic_interview_dataset
faq_00494,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,advanced,synthetic_interview_dataset
faq_00495,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,basic,synthetic_interview_dataset
faq_00496,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,standard,synthetic_interview_dataset
faq_00497,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00498,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00499,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00500,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00501,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00502,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_00503,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_00504,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_00505,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_00506,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_00507,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_00508,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_00509,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_00510,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_00511,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
faq_00512,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_00513,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_00514,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
faq_00515,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,advanced,synthetic_interview_dataset
faq_00516,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,basic,synthetic_interview_dataset
faq_00517,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,standard,synthetic_interview_dataset
faq_00518,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,advanced,synthetic_interview_dataset
faq_00519,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,basic,synthetic_interview_dataset
faq_00520,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,standard,synthetic_interview_dataset
faq_00521,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00522,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00523,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00524,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00525,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00526,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_00527,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_00528,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_00529,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_00530,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_00531,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_00532,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_00533,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_00534,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_00535,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
faq_00536,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_00537,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_00538,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
faq_00539,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,advanced,synthetic_interview_dataset
faq_00540,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,basic,synthetic_interview_dataset
faq_00541,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,standard,synthetic_interview_dataset
faq_00542,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,advanced,synthetic_interview_dataset
faq_00543,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,basic,synthetic_interview_dataset
faq_00544,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,standard,synthetic_interview_dataset
faq_00545,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00546,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00547,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00548,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00549,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00550,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_00551,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_00552,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_00553,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_00554,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_00555,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_00556,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_00557,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_00558,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_00559,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
faq_00560,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_00561,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_00562,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
faq_00563,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,advanced,synthetic_interview_dataset
faq_00564,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,basic,synthetic_interview_dataset
faq_00565,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,standard,synthetic_interview_dataset
faq_00566,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,advanced,synthetic_interview_dataset
faq_00567,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,basic,synthetic_interview_dataset
faq_00568,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,standard,synthetic_interview_dataset
faq_00569,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00570,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00571,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00572,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00573,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00574,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_00575,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_00576,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_00577,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_00578,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_00579,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_00580,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_00581,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_00582,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_00583,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
faq_00584,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_00585,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_00586,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
faq_00587,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,advanced,synthetic_interview_dataset
faq_00588,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,basic,synthetic_interview_dataset
faq_00589,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,standard,synthetic_interview_dataset
faq_00590,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,advanced,synthetic_interview_dataset
faq_00591,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,basic,synthetic_interview_dataset
faq_00592,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,standard,synthetic_interview_dataset
faq_00593,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,advanced,synthetic_interview_dataset
faq_00594,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,basic,synthetic_interview_dataset
faq_00595,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,standard,synthetic_interview_dataset
faq_00596,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_00597,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_00598,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_00599,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_00600,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_00601,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_00602,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_00603,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_00604,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_00605,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_00606,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_00607,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
