kpi_id,service_id,month,avg_first_response_minutes,avg_resolution_hours,csat_score,escalation_rate_percent
kpi_0432,svc_communication,2026-12,7,33,4.1,3.0
kpi_0433,svc_credentialing,2026-01,8,34,4.15,3.8
kpi_0434,svc_auth_benefits,2026-02,9,35,4.2,4.6
kpi_0435,svc_billing_denials,2026-03,10,36,4.25,5.4
kpi_0436,svc_auditing,2026-04,11,37,4.3,6.2
kpi_0437,svc_customer_care,2026-05,12,38,4.35,7.0
kpi_0438,svc_digital_marketing,2026-06,13,39,4.4,7.8
kpi_0439,svc_financial_management,2026-07,14,40,4.45,8.6
kpi_0440,svc_communication,2026-08,4,41,4.0,3.0
kpi_0441,svc_credentialing,2026-09,5,42,4.05,3.8
kpi_0442,svc_auth_benefits,2026-10,6,43,4.1,4.6
kpi_0443,svc_billing_denials,2026-11,7,44,4.15,5.4
kpi_0444,svc_auditing,2026-12,8,8,4.2,6.2
kpi_0445,svc_customer_care,2026-01,9,9,4.25,7.0
kpi_0446,svc_digital_marketing,2026-02,10,10,4.3,7.8
kpi_0447,svc_financial_management,2026-03,11,11,4.35,8.6
kpi_0448,svc_communication,2026-04,12,12,4.4,3.0
kpi_0449,svc_credentialing,2026-05,13,13,4.45,3.8
kpi_0450,svc_auth_benefits,2026-06,14,14,4.0,4.6
kpi_0451,svc_billing_denials,2026-07,4,15,4.05,5.4
kpi_0452,svc_auditing,2026-08,5,16,4.1,6.2
kpi_0453,svc_customer_care,2026-09,6,17,4.15,7.0
kpi_0454,svc_digital_marketing,2026-10,7,18,4.2,7.8
kpi_0455,svc_financial_management,2026-11,8,19,4.25,8.6
kpi_0456,svc_communication,2026-12,9,20,4.3,3.0
kpi_0457,svc_credentialing,2026-01,10,21,4.35,3.8
kpi_0458,svc_auth_benefits,2026-02,11,22,4.4,4.6
kpi_0459,svc_billing_denials,2026-03,12,23,4.45,5.4
kpi_0460,svc_auditing,2026-04,13,24,4.0,6.2
kpi_0461,svc_customer_care,2026-05,14,25,4.05,7.0
kpi_0462,svc_digital_marketing,2026-06,4,26,4.1,7.8
kpi_0463,svc_financial_management,2026-07,5,27,4.15,8.6
kpi_0464,svc_communication,2026-08,6,28,4.2,3.0
kpi_0465,svc_credentialing,2026-09,7,29,4.25,3.8
kpi_0466,svc_auth_benefits,2026-10,8,30,4.3,4.6
kpi_0467,svc_billing_denials,2026-11,9,31,4.35,5.4
kpi_0468,svc_auditing,2026-12,10,32,4.4,6.2
kpi_0469,svc_customer_care,2026-01,11,33,4.45,7.0
kpi_0470,svc_digital_marketing,2026-02,12,34,4.0,7.8
kpi_0471,svc_financial_management,2026-03,13,35,4.05,8.6
kpi_0472,svc_communication,2026-04,14,36,4.1,3.0
kpi_0473,svc_credentialing,2026-05,4,37,4.15,3.8
kpi_0474,svc_auth_benefits,2026-06,5,38,4.2,4.6
kpi_0475,svc_billing_denials,2026-07,6,39,4.25,5.4
kpi_0476,svc_auditing,2026-08,7,40,4.3,6.2
kpi_0477,svc_customer_care,2026-09,8,41,4.35,7.0
kpi_0478,svc_digital_marketing,2026-10,9,42,4.4,7.8
kpi_0479,svc_financial_management,2026-11,10,43,4.45,8.6
kpi_0480,svc_communication,2026-12,11,44,4.0,3.0
kpi_0481,svc_credentialing,2026-01,12,8,4.05,3.8
kpi_0482,svc_auth_benefits,2026-02,13,9,4.1,4.6
kpi_0483,svc_billing_denials,2026-03,14,10,4.15,5.4
kpi_0484,svc_auditing,2026-04,4,11,4.2,6.2
kpi_0485,svc_customer_care,2026-05,5,12,4.25,7.0
kpi_0486,svc_digital_marketing,2026-06,6,13,4.3,7.8
kpi_0487,svc_financial_management,2026-07,7,14,4.35,8.6
kpi_0488,svc_communication,2026-08,8,15,4.4,3.0
kpi_0489,svc_credentialing,2026-09,9,16,4.45,3.8
kpi_0490,svc_auth_benefits,2026-10,10,17,4.0,4.6
kpi_0491,svc_billing_denials,2026-11,11,18,4.05,5.4
kpi_0492,svc_auditing,2026-12,12,19,4.1,6.2
kpi_0493,svc_customer_care,2026-01,13,20,4.15,7.0
kpi_0494,svc_digital_marketing,2026-02,14,21,4.2,7.8
kpi_0495,svc_financial_management,2026-03,4,22,4.25,8.6
kpi_0496,svc_communication,2026-04,5,23,4.3,3.0
kpi_0497,svc_credentialing,2026-05,6,24,4.35,3.8
kpi_0498,svc_auth_benefits,2026-06,7,25,4.4,4.6
kpi_0499,svc_billing_denials,2026-07,8,26,4.45,5.4
kpi_0500,svc_auditing,2026-08,9,27,4.0,6.2
kpi_0501,svc_customer_care,2026-09,10,28,4.05,7.0
kpi_0502,svc_digital_marketing,2026-10,11,29,4.1,7.8
kpi_0503,svc_financial_management,2026-11,12,30,4.15,8.6
kpi_0504,svc_communication,2026-12,13,31,4.2,3.0
kpi_0505,svc_credentialing,2026-01,14,32,4.25,3.8
kpi_0506,svc_auth_benefits,2026-02,4,33,4.3,4.6
kpi_0507,svc_billing_denials,2026-03,5,34,4.35,5.4
kpi_0508,svc_auditing,2026-04,6,35,4.4,6.2
kpi_0509,svc_customer_care,2026-05,7,36,4.45,7.0
kpi_0510,svc_digital_marketing,2026-06,8,37,4.0,7.8
kpi_0511,svc_financial_management,2026-07,9,38,4.05,8.6
kpi_0512,svc_communication,2026-08,10,39,4.1,3.0
kpi_0513,svc_credentialing,2026-09,11,40,4.15,3.8
kpi_0514,svc_auth_benefits,2026-10,12,41,4.2,4.6
kpi_0515,svc_billing_denials,2026-11,13,42,4.25,5.4
kpi_0516,svc_auditing,2026-12,14,43,4.3,6.2
kpi_0517,svc_customer_care,2026-01,4,44,4.35,7.0
kpi_0518,svc_digital_marketing,2026-02,5,8,4.4,7.8
kpi_0519,svc_financial_management,2026-03,6,9,4.45,8.6
kpi_0520,svc_communication,2026-04,7,10,4.0,3.0
kpi_0521,svc_credentialing,2026-05,8,11,4.05,3.8
kpi_0522,svc_auth_benefits,2026-06,9,12,4.1,4.6
kpi_0523,svc_billing_denials,2026-07,10,13,4.15,5.4
kpi_0524,svc_auditing,2026-08,11,14,4.2,6.2
kpi_0525,svc_customer_care,2026-09,12,15,4.25,7.0
kpi_0526,svc_digital_marketing,2026-10,13,16,4.3,7.8
kpi_0527,svc_financial_management,2026-11,14,17,4.35,8.6
kpi_0528,svc_communication,2026-12,4,18,4.4,3.0
kpi_0529,svc_credentialing,2026-01,5,19,4.45,3.8
kpi_0530,svc_auth_benefits,2026-02,6,20,4.0,4.6
kpi_0531,svc_billing_denials,2026-03,7,21,4.05,5.4
kpi_0532,svc_auditing,2026-04,8,22,4.1,6.2
kpi_0533,svc_customer_care,2026-05,9,23,4.15,7.0
kpi_0534,svc_digital_marketing,2026-06,10,24,4.2,7.8
kpi_0535,svc_financial_management,2026-07,11,25,4.25,8.6
kpi_0536,svc_communication,2026-08,12,26,4.3,3.0
kpi_0537,svc_credentialing,2026-09,13,27,4.35,3.8
kpi_0538,svc_auth_benefits,2026-10,14,28,4.4,4.6
kpi_0539,svc_billing_denials,2026-11,4,29,4.45,5.4
kpi_0540,svc_auditing,2026-12,5,30,4.0,6.2
kpi_0541,svc_customer_care,2026-01,6,31,4.05,7.0
kpi_0542,svc_digital_marketing,2026-02,7,32,4.1,7.8
kpi_0543,svc_financial_management,2026-03,8,33,4.15,8.6
kpi_0544,svc_communication,2026-04,9,34,4.2,3.0
kpi_0545,svc_credentialing,2026-05,10,35,4.25,3.8
kpi_0546,svc_auth_benefits,2026-06,11,36,4.3,4.6
kpi_0547,svc_billing_denials,2026-07,12,37,4.35,5.4
kpi_0548,svc_auditing,2026-08,13,38,4.4,6.2
kpi_0549,svc_customer_care,2026-09,14,39,4.45,7.0
kpi_0550,svc_digital_marketing,2026-10,4,40,4.0,7.8
kpi_0551,svc_financial_management,2026-11,5,41,4.05,8.6
kpi_0552,svc_communication,2026-12,6,42,4.1,3.0
kpi_0553,svc_credentialing,2026-01,7,43,4.15,3.8
kpi_0554,svc_auth_benefits,2026-02,8,44,4.2,4.6
kpi_0555,svc_billing_denials,2026-03,9,8,4.25,5.4
kpi_0556,svc_auditing,2026-04,10,9,4.3,6.2
kpi_0557,svc_customer_care,2026-05,11,10,4.35,7.0
kpi_0558,svc_digital_marketing,2026-06,12,11,4.4,7.8
kpi_0559,svc_financial_management,2026-07,13,12,4.45,8.6
kpi_0560,svc_communication,2026-08,14,13,4.0,3.0
kpi_0561,svc_credentialing,2026-09,4,14,4.05,3.8
kpi_0562,svc_auth_benefits,2026-10,5,15,4.1,4.6
kpi_0563,svc_billing_denials,2026-11,6,16,4.15,5.4
kpi_0564,svc_auditing,2026-12,7,17,4.2,6.2
kpi_0565,svc_customer_care,2026-01,8,18,4.25,7.0
kpi_0566,svc_digital_marketing,2026-02,9,19,4.3,7.8
kpi_0567,svc_financial_management,2026-03,10,20,4.35,8.6
kpi_0568,svc_communication,2026-04,11,21,4.4,3.0
kpi_0569,svc_credentialing,2026-05,12,22,4.45,3.8
kpi_0570,svc_auth_benefits,2026-06,13,23,4.0,4.6
kpi_0571,svc_billing_denials,2026-07,14,24,4.05,5.4
kpi_0572,svc_auditing,2026-08,4,25,4.1,6.2
kpi_0573,svc_customer_care,2026-09,5,26,4.15,7.0
kpi_0574,svc_digital_marketing,2026-10,6,27,4.2,7.8
kpi_0575,svc_financial_management,2026-11,7,28,4.25,8.6
kpi_0576,svc_communication,2026-12,8,29,4.3,3.0
kpi_0577,svc_credentialing,2026-01,9,30,4.35,3.8
kpi_0578,svc_auth_benefits,2026-02,10,31,4.4,4.6
kpi_0579,svc_billing_denials,2026-03,11,32,4.45,5.4
kpi_0580,svc_auditing,2026-04,12,33,4.0,6.2
kpi_0581,svc_customer_care,2026-05,13,34,4.05,7.0
kpi_0582,svc_digital_marketing,2026-06,14,35,4.1,7.8
kpi_0583,svc_financial_management,2026-07,4,36,4.15,8.6
kpi_0584,svc_communication,2026-08,5,37,4.2,3.0
kpi_0585,svc_credentialing,2026-09,6,38,4.25,3.8
kpi_0586,svc_auth_benefits,2026-10,7,39,4.3,4.6
kpi_0587,svc_billing_denials,2026-11,8,40,4.35,5.4
kpi_0588,svc_auditing,2026-12,9,41,4.4,6.2
kpi_0589,svc_customer_care,2026-01,10,42,4.45,7.0
kpi_0590,svc_digital_marketing,2026-02,11,43,4.0,7.8
kpi_0591,svc_financial_management,2026-03,12,44,4.05,8.6
kpi_0592,svc_communication,2026-04,13,8,4.1,3.0
kpi_0593,svc_credentialing,2026-05,14,9,4.15,3.8
kpi_0594,svc_auth_benefits,2026-06,4,10,4.2,4.6
kpi_0595,svc_billing_denials,2026-07,5,11,4.25,5.4
kpi_0596,svc_auditing,2026-08,6,12,4.3,6.2
kpi_0597,svc_customer_care,2026-09,7,13,4.35,7.0
kpi_0598,svc_digital_marketing,2026-10,8,14,4.4,7.8
kpi_0599,svc_financial_management,2026-11,9,15,4.45,8.6
kpi_0600,svc_communication,2026-12,10,16,4.0,3.0
kpi_0601,svc_credentialing,2026-01,11,17,4.05,3.8
kpi_0602,svc_auth_benefits,2026-02,12,18,4.1,4.6
kpi_0603,svc_billing_denials,2026-03,13,19,4.15,5.4
kpi_0604,svc_auditing,2026-04,14,20,4.2,6.2
kpi_0605,svc_customer_care,2026-05,4,21,4.25,7.0
kpi_0606,svc_digital_marketing,2026-06,5,22,4.3,7.8
kpi_0607,svc_financial_management,2026-07,6,23,4.35,8.6
kpi_0608,svc_communication,2026-08,7,24,4.4,3.0
kpi_0609,svc_credentialing,2026-09,8,25,4.45,3.8
kpi_0610,svc_auth_benefits,2026-10,9,26,4.0,4.6
kpi_0611,svc_billing_denials,2026-11,10,27,4.05,5.4
kpi_0612,svc_auditing,2026-12,11,28,4.1,6.2
kpi_0613,svc_customer_care,2026-01,12,29,4.15,7.0
kpi_0614,svc_digital_marketing,2026-02,13,30,4.2,7.8
kpi_0615,svc_financial_management,2026-03,14,31,4.25,8.6
kpi_0616,svc_communication,2026-04,4,32,4.3,3.0
kpi_0617,svc_credentialing,2026-05,5,33,4.35,3.8
kpi_0618,svc_auth_benefits,2026-06,6,34,4.4,4.6
kpi_0619,svc_billing_denials,2026-07,7,35,4.45,5.4
kpi_0620,svc_auditing,2026-08,8,36,4.0,6.2
kpi_0621,svc_customer_care,2026-09,9,37,4.05,7.0
kpi_0622,svc_digital_marketing,2026-10,10,38,4.1,7.8
kpi_0623,svc_financial_management,2026-11,11,39,4.15,8.6
kpi_0624,svc_communication,2026-12,12,40,4.2,3.0
kpi_0625,svc_credentialing,2026-01,13,41,4.25,3.8
kpi_0626,svc_auth_benefits,2026-02,14,42,4.3,4.6
kpi_0627,svc_billing_denials,2026-03,4,43,4.35,5.4
kpi_0628,svc_auditing,2026-04,5,44,4.4,6.2
kpi_0629,svc_customer_care,2026-05,6,8,4.45,7.0
kpi_0630,svc_digital_marketing,2026-06,7,9,4.0,7.8
kpi_0631,svc_financial_management,2026-07,8,10,4.05,8.6
kpi_0632,svc_communication,2026-08,9,11,4.1,3.0
kpi_0633,svc_credentialing,2026-09,10,12,4.15,3.8
kpi_0634,svc_auth_benefits,2026-10,11,13,4.2,4.6
kpi_0635,svc_billing_denials,2026-11,12,14,4.25,5.4
kpi_0636,svc_auditing,2026-12,13,15,4.3,6.2
kpi_0637,svc_customer_care,2026-01,14,16,4.35,7.0
kpi_0638,svc_digital_marketing,2026-02,4,17,4.4,7.8
kpi_0639,svc_financial_management,2026-03,5,18,4.45,8.6
kpi_0640,svc_communication,2026-04,6,19,4.0,3.0
kpi_0641,svc_credentialing,2026-05,7,20,4.05,3.8
kpi_0642,svc_auth_benefits,2026-06,8,21,4.1,4.6
kpi_0643,svc_billing_denials,2026-07,9,22,4.15,5.4
kpi_0644,svc_auditing,2026-08,10,23,4.2,6.2
kpi_0645,svc_customer_care,2026-09,11,24,4.25,7.0
kpi_0646,svc_digital_marketing,2026-10,12,25,4.3,7.8
kpi_0647,svc_financial_management,2026-11,13,26,4.35,8.6
kpi_0648,svc_communication,2026-12,14,27,4.4,3.0
kpi_0649,svc_credentialing,2026-01,4,28,4.45,3.8
kpi_0650,svc_auth_benefits,2026-02,5,29,4.0,4.6
kpi_0651,svc_billing_denials,2026-03,6,30,4.05,5.4
kpi_0652,svc_auditing,2026-04,7,31,4.1,6.2
kpi_0653,svc_customer_care,2026-05,8,32,4.15,7.0
kpi_0654,svc_digital_marketing,2026-06,9,33,4.2,7.8
kpi_0655,svc_financial_management,2026-07,10,34,4.25,8.6
kpi_0656,svc_communication,2026-08,11,35,4.3,3.0
kpi_0657,svc_credentialing,2026-09,12,36,4.35,3.8
kpi_0658,svc_auth_benefits,2026-10,13,37,4.4,4.6
kpi_0659,svc_billing_denials,2026-11,14,38,4.45,5.4
kpi_0660,svc_auditing,2026-12,4,39,4.0,6.2
kpi_0661,svc_customer_care,2026-01,5,40,4.05,7.0
kpi_0662,svc_digital_marketing,2026-02,6,41,4.1,7.8
kpi_0663,svc_financial_management,2026-03,7,42,4.15,8.6
kpi_0664,svc_communication,2026-04,8,43,4.2,3.0
kpi_0665,svc_credentialing,2026-05,9,44,4.25,3.8
kpi_0666,svc_auth_benefits,2026-06,10,8,4.3,4.6
kpi_0667,svc_billing_denials,2026-07,11,9,4.35,5.4
kpi_0668,svc_auditing,2026-08,12,10,4.4,6.2
kpi_0669,svc_customer_care,2026-09,13,11,4.45,7.0
kpi_0670,svc_digital_marketing,2026-10,14,12,4.0,7.8
kpi_0671,svc_financial_management,2026-11,4,13,4.05,8.6
kpi_0672,svc_communication,2026-12,5,14,4.1,3.0
kpi_0673,svc_credentialing,2026-01,6,15,4.15,3.8
kpi_0674,svc_auth_benefits,2026-02,7,16,4.2,4.6
kpi_0675,svc_billing_denials,2026-03,8,17,4.25,5.4
kpi_0676,svc_auditing,2026-04,9,18,4.3,6.2
kpi_0677,svc_customer_care,2026-05,10,19,4.35,7.0
kpi_0678,svc_digital_marketing,2026-06,11,20,4.4,7.8
kpi_0679,svc_financial_management,2026-07,12,21,4.45,8.6
kpi_0680,svc_communication,2026-08,13,22,4.0,3.0
kpi_0681,svc_credentialing,2026-09,14,23,4.05,3.8
kpi_0682,svc_auth_benefits,2026-10,4,24,4.1,4.6
kpi_0683,svc_billing_denials,2026-11,5,25,4.15,5.4
kpi_0684,svc_auditing,2026-12,6,26,4.2,6.2
kpi_0685,svc_customer_care,2026-01,7,27,4.25,7.0
kpi_0686,svc_digital_marketing,2026-02,8,28,4.3,7.8
kpi_0687,svc_financial_management,2026-03,9,29,4.35,8.6
kpi_0688,svc_communication,2026-04,10,30,4.4,3.0
kpi_0689,svc_credentialing,2026-05,11,31,4.45,3.8
kpi_0690,svc_auth_benefits,2026-06,12,32,4.0,4.6
kpi_0691,svc_billing_denials,2026-07,13,33,4.05,5.4
kpi_0692,svc_auditing,2026-08,14,34,4.1,6.2
kpi_0693,svc_customer_care,2026-09,4,35,4.15,7.0
kpi_0694,svc_digital_marketing,2026-10,5,36,4.2,7.8
kpi_0695,svc_financial_management,2026-11,6,37,4.25,8.6
kpi_0696,svc_communication,2026-12,7,38,4.3,3.0
kpi_0697,svc_credentialing,2026-01,8,39,4.35,3.8
kpi_0698,svc_auth_benefits,2026-02,9,40,4.4,4.6
kpi_0699,svc_billing_denials,2026-03,10,41,4.45,5.4
kpi_0700,svc_auditing,2026-04,11,42,4.0,6.2
kpi_0701,svc_customer_care,2026-05,12,43,4.05,7.0
kpi_0702,svc_digital_marketing,2026-06,13,44,4.1,7.8
kpi_0703,svc_financial_management,2026-07,14,8,4.15,8.6
kpi_0704,svc_communication,2026-08,4,9,4.2,3.0
kpi_0705,svc_credentialing,2026-09,5,10,4.25,3.8
kpi_0706,svc_auth_benefits,2026-10,6,11,4.3,4.6
kpi_0707,svc_billing_denials,2026-11,7,12,4.35,5.4
kpi_0708,svc_auditing,2026-12,8,13,4.4,6.2
kpi_0709,svc_customer_care,2026-01,9,14,4.45,7.0
kpi_0710,svc_digital_marketing,2026-02,10,15,4.0,7.8
kpi_0711,svc_financial_management,2026-03,11,16,4.05,8.6
kpi_0712,svc_communication,2026-04,12,17,4.1,3.0
kpi_0713,svc_credentialing,2026-05,13,18,4.15,3.8
kpi_0714,svc_auth_benefits,2026-06,14,19,4.2,4.6
kpi_0715,svc_billing_denials,2026-07,4,20,4.25,5.4
kpi_0716,svc_auditing,2026-08,5,21,4.3,6.2
kpi_0717,svc_customer_care,2026-09,6,22,4.35,7.0
kpi_0718,svc_digital_marketing,2026-10,7,23,4.4,7.8
kpi_0719,svc_financial_management,2026-11,8,24,4.45,8.6
kpi_0720,svc_communication,2026-12,9,25,4.0,3.0
kpi_0721,svc_credentialing,2026-01,10,26,4.05,3.8
kpi_0722,svc_auth_benefits,2026-02,11,27,4.1,4.6
kpi_0723,svc_billing_denials,2026-03,12,28,4.15,5.4
kpi_0724,svc_auditing,2026-04,13,29,4.2,6.2
kpi_0725,svc_customer_care,2026-05,14,30,4.25,7.0
kpi_0726,svc_digital_marketing,2026-06,4,31,4.3,7.8
kpi_0727,svc_financial_management,2026-07,5,32,4.35,8.6
kpi_0728,svc_communication,2026-08,6,33,4.4,3.0
kpi_0729,svc_credentialing,2026-09,7,34,4.45,3.8
kpi_0730,svc_auth_benefits,2026-10,8,35,4.0,4.6
kpi_0731,svc_billing_denials,2026-11,9,36,4.05,5.4
kpi_0732,svc_auditing,2026-12,10,37,4.1,6.2
kpi_0733,svc_customer_care,2026-01,11,38,4.15,7.0
kpi_0734,svc_digital_marketing,2026-02,12,39,4.2,7.8
kpi_0735,svc_financial_management,2026-03,13,40,4.25,8.6
kpi_0736,svc_communication,2026-04,14,41,4.3,3.0
kpi_0737,svc_credentialing,2026-05,4,42,4.35,3.8
kpi_0738,svc_auth_benefits,2026-06,5,43,4.4,4.6
kpi_0739,svc_billing_denials,2026-07,6,44,4.45,5.4
kpi_0740,svc_auditing,2026-08,7,8,4.0,6.2
kpi_0741,svc_customer_care,2026-09,8,9,4.05,7.0
kpi_0742,svc_digital_marketing,2026-10,9,10,4.1,7.8
kpi_0743,svc_financial_management,2026-11,10,11,4.15,8.6
kpi_0744,svc_communication,2026-12,11,12,4.2,3.0
kpi_0745,svc_credentialing,2026-01,12,13,4.25,3.8
kpi_0746,svc_auth_benefits,2026-02,13,14,4.3,4.6
kpi_0747,svc_billing_denials,2026-03,14,15,4.35,5.4
kpi_0748,svc_auditing,2026-04,4,16,4.4,6.2
kpi_0749,svc_customer_care,2026-05,5,17,4.45,7.0
kpi_0750,svc_digital_marketing,2026-06,6,18,4.0,7.8
kpi_0751,svc_financial_management,2026-07,7,19,4.05,8.6
kpi_0752,svc_communication,2026-08,8,20,4.1,3.0
kpi_0753,svc_credentialing,2026-09,9,21,4.15,3.8
kpi_0754,svc_auth_benefits,2026-10,10,22,4.2,4.6
kpi_0755,svc_billing_denials,2026-11,11,23,4.25,5.4
kpi_0756,svc_auditing,2026-12,12,24,4.3,6.2
kpi_0757,svc_customer_care,2026-01,13,25,4.35,7.0
kpi_0758,svc_digital_marketing,2026-02,14,26,4.4,7.8
kpi_0759,svc_financial_management,2026-03,4,27,4.45,8.6
kpi_0760,svc_communication,2026-04,5,28,4.0,3.0
kpi_0761,svc_credentialing,2026-05,6,29,4.05,3.8
kpi_0762,svc_auth_benefits,2026-06,7,30,4.1,4.6
kpi_0763,svc_billing_denials,2026-07,8,31,4.15,5.4
kpi_0764,svc_auditing,2026-08,9,32,4.2,6.2
kpi_0765,svc_customer_care,2026-09,10,33,4.25,7.0
kpi_0766,svc_digital_marketing,2026-10,11,34,4.3,7.8
kpi_0767,svc_financial_management,2026-11,12,35,4.35,8.6
kpi_0768,svc_communication,2026-12,13,36,4.4,3.0
kpi_0769,svc_credentialing,2026-01,14,37,4.45,3.8
kpi_0770,svc_auth_benefits,2026-02,4,38,4.0,4.6
kpi_0771,svc_billing_denials,2026-03,5,39,4.05,5.4
kpi_0772,svc_auditing,2026-04,6,40,4.1,6.2
kpi_0773,svc_customer_care,2026-05,7,41,4.15,7.0
kpi_0774,svc_digital_marketing,2026-06,8,42,4.2,7.8
kpi_0775,svc_financial_management,2026-07,9,43,4.25,8.6
kpi_0776,svc_communication,2026-08,10,44,4.3,3.0
kpi_0777,svc_credentialing,2026-09,11,8,4.35,3.8
kpi_0778,svc_auth_benefits,2026-10,12,9,4.4,4.6
kpi_0779,svc_billing_denials,2026-11,13,10,4.45,5.4
kpi_0780,svc_auditing,2026-12,14,11,4.0,6.2
kpi_0781,svc_customer_care,2026-01,4,12,4.05,7.0
kpi_0782,svc_digital_marketing,2026-02,5,13,4.1,7.8
kpi_0783,svc_financial_management,2026-03,6,14,4.15,8.6
kpi_0784,svc_communication,2026-04,7,15,4.2,3.0
kpi_0785,svc_credentialing,2026-05,8,16,4.25,3.8
kpi_0786,svc_auth_benefits,2026-06,9,17,4.3,4.6
kpi_0787,svc_billing_denials,2026-07,10,18,4.35,5.4
kpi_0788,svc_auditing,2026-08,11,19,4.4,6.2
kpi_0789,svc_customer_care,2026-09,12,20,4.45,7.0
kpi_0790,svc_digital_marketing,2026-10,13,21,4.0,7.8
kpi_0791,svc_financial_management,2026-11,14,22,4.05,8.6
kpi_0792,svc_communication,2026-12,4,23,4.1,3.0
kpi_0793,svc_credentialing,2026-01,5,24,4.15,3.8
kpi_0794,svc_auth_benefits,2026-02,6,25,4.2,4.6
kpi_0795,svc_billing_denials,2026-03,7,26,4.25,5.4
kpi_0796,svc_auditing,2026-04,8,27,4.3,6.2
kpi_0797,svc_customer_care,2026-05,9,28,4.35,7.0
kpi_0798,svc_digital_marketing,2026-06,10,29,4.4,7.8
kpi_0799,svc_financial_management,2026-07,11,30,4.45,8.6
kpi_0800,svc_communication,2026-08,12,31,4.0,3.0
kpi_0801,svc_credentialing,2026-09,13,32,4.05,3.8
kpi_0802,svc_auth_benefits,2026-10,14,33,4.1,4.6
kpi_0803,svc_billing_denials,2026-11,4,34,4.15,5.4
kpi_0804,svc_auditing,2026-12,5,35,4.2,6.2
kpi_0805,svc_customer_care,2026-01,6,36,4.25,7.0
kpi_0806,svc_digital_marketing,2026-02,7,37,4.3,7.8
kpi_0807,svc_financial_management,2026-03,8,38,4.35,8.6
kpi_0808,svc_communication,2026-04,9,39,4.4,3.0
kpi_0809,svc_credentialing,2026-05,10,40,4.45,3.8
kpi_0810,svc_auth_benefits,2026-06,11,41,4.0,4.6
kpi_0811,svc_billing_denials,2026-07,12,42,4.05,5.4
kpi_0812,svc_auditing,2026-08,13,43,4.1,6.2
kpi_0813,svc_customer_care,2026-09,14,44,4.15,7.0
kpi_0814,svc_digital_marketing,2026-10,4,8,4.2,7.8
kpi_0815,svc_financial_management,2026-11,5,9,4.25,8.6
kpi_0816,svc_communication,2026-12,6,10,4.3,3.0
kpi_0817,svc_credentialing,2026-01,7,11,4.35,3.8
kpi_0818,svc_auth_benefits,2026-02,8,12,4.4,4.6
kpi_0819,svc_billing_denials,2026-03,9,13,4.45,5.4
kpi_0820,svc_auditing,2026-04,10,14,4.0,6.2
kpi_0821,svc_customer_care,2026-05,11,15,4.05,7.0
kpi_0822,svc_digital_marketing,2026-06,12,16,4.1,7.8
kpi_0823,svc_financial_management,2026-07,13,17,4.15,8.6
kpi_0824,svc_communication,2026-08,14,18,4.2,3.0
kpi_0825,svc_credentialing,2026-09,4,19,4.25,3.8
kpi_0826,svc_auth_benefits,2026-10,5,20,4.3,4.6
kpi_0827,svc_billing_denials,2026-11,6,21,4.35,5.4
kpi_0828,svc_auditing,2026-12,7,22,4.4,6.2
kpi_0829,svc_customer_care,2026-01,8,23,4.45,7.0
kpi_0830,svc_digital_marketing,2026-02,9,24,4.0,7.8
kpi_0831,svc_financial_management,2026-03,10,25,4.05,8.6
kpi_0832,svc_communication,2026-04,11,26,4.1,3.0
kpi_0833,svc_credentialing,2026-05,12,27,4.15,3.8
kpi_0834,svc_auth_benefits,2026-06,13,28,4.2,4.6
kpi_0835,svc_billing_denials,2026-07,14,29,4.25,5.4
kpi_0836,svc_auditing,2026-08,4,30,4.3,6.2
kpi_0837,svc_customer_care,2026-09,5,31,4.35,7.0
kpi_0838,svc_digital_marketing,2026-10,6,32,4.4,7.8
kpi_0839,svc_financial_management,2026-11,7,33,4.45,8.6
kpi_0840,svc_communication,2026-12,8,34,4.0,3.0
kpi_0841,svc_credentialing,2026-01,9,35,4.05,3.8
kpi_0842,svc_auth_benefits,2026-02,10,36,4.1,4.6
kpi_0843,svc_billing_denials,2026-03,11,37,4.15,5.4
kpi_0844,svc_auditing,2026-04,12,38,4.2,6.2
kpi_0845,svc_customer_care,2026-05,13,39,4.25,7.0
kpi_0846,svc_digital_marketing,2026-06,14,40,4.3,7.8
kpi_0847,svc_financial_management,2026-07,4,41,4.35,8.6
kpi_0848,svc_communication,2026-08,5,42,4.4,3.0
kpi_0849,svc_credentialing,2026-09,6,43,4.45,3.8
kpi_0850,svc_auth_benefits,2026-10,7,44,4.0,4.6
kpi_0851,svc_billing_denials,2026-11,8,8,4.05,5.4
kpi_0852,svc_auditing,2026-12,9,9,4.1,6.2
kpi_0853,svc_customer_care,2026-01,10,10,4.15,7.0
kpi_0854,svc_digital_marketing,2026-02,11,11,4.2,7.8
kpi_0855,svc_financial_management,2026-03,12,12,4.25,8.6
kpi_0856,svc_communication,2026-04,13,13,4.3,3.0
kpi_0857,svc_credentialing,2026-05,14,14,4.35,3.8
kpi_0858,svc_auth_benefits,2026-06,4,15,4.4,4.6
kpi_0859,svc_billing_denials,2026-07,5,16,4.45,5.4
kpi_0860,svc_auditing,2026-08,6,17,4.0,6.2
kpi_0861,svc_customer_care,2026-09,7,18,4.05,7.0
kpi_0862,svc_digital_marketing,2026-10,8,19,4.1,7.8
kpi_0863,svc_financial_management,2026-11,9,20,4.15,8.6
